Frequency (Hz)	Level (dB)
16406.250000	-94.219963
16453.125000	-94.068710
16500.000000	-93.625801
16546.875000	-93.629715
16593.750000	-93.644753
16640.625000	-93.828224
16687.500000	-93.937805
16734.375000	-93.702209
16781.250000	-93.872147
16828.125000	-94.265816
16875.000000	-93.964752
16921.875000	-93.702347
16968.750000	-93.457954
17015.625000	-93.536972
17062.500000	-93.932892
17109.375000	-94.137695
17156.250000	-93.928680
17203.125000	-93.636009
17250.000000	-93.741196
17296.875000	-93.816994
17343.750000	-93.717278
17390.625000	-93.887978
17437.500000	-94.059166
17484.375000	-94.203468
17531.250000	-94.185143
17578.125000	-94.147514
17625.000000	-93.862801
17671.875000	-94.219551
17718.750000	-94.724892
17765.625000	-94.323441
17812.500000	-94.085999
17859.375000	-93.682358
17906.250000	-93.398491
17953.125000	-94.125679
18000.000000	-94.267570
18046.875000	-93.889122
18093.750000	-93.968559
18140.625000	-94.191437
18187.500000	-94.215172
18234.375000	-94.512611
18281.250000	-94.553108
18328.125000	-94.580284
18375.000000	-94.567543
18421.875000	-94.304703
18468.750000	-94.272453
18515.625000	-93.761261
18562.500000	-93.499290
18609.375000	-93.835274
18656.250000	-93.898956
18703.125000	-94.230690
18750.000000	-94.224068
18796.875000	-94.120621
18843.750000	-94.029175
18890.625000	-93.700386
18937.500000	-93.747498
18984.375000	-94.097511
19031.250000	-94.020111
19078.125000	-93.888023
19125.000000	-94.167603
19171.875000	-94.409454
19218.750000	-93.876648
19265.625000	-94.078835
19312.500000	-93.939667
19359.375000	-93.781265
19406.250000	-94.199455
19453.125000	-94.001900
19500.000000	-94.045685
19546.875000	-94.256218
19593.750000	-94.289314
19640.625000	-94.456924
19687.500000	-94.259995
19734.375000	-94.106606
19781.250000	-94.558685
19828.125000	-94.145630
19875.000000	-93.472923
19921.875000	-93.908966
19968.750000	-93.990929
20015.625000	-93.761414
20062.500000	-93.832504
20109.375000	-94.032387
20156.250000	-94.384865
20203.125000	-94.263405
20250.000000	-94.008911
20296.875000	-94.013107
20343.750000	-94.049873
20390.625000	-94.156273
20437.500000	-94.117088
20484.375000	-94.090324
20531.250000	-94.464478
20578.125000	-94.401306
20625.000000	-94.296486
20671.875000	-94.050194
20718.750000	-94.247215
20765.625000	-94.112640
20812.500000	-93.995461
20859.375000	-93.843590
20906.250000	-94.018021
20953.125000	-94.166443
21000.000000	-94.029907
21046.875000	-93.877579
21093.750000	-93.829071
21140.625000	-94.182961
21187.500000	-94.183006
21234.375000	-94.025337
21281.250000	-94.364426
21328.125000	-94.270325
21375.000000	-94.273163
21421.875000	-94.300285
21468.750000	-94.092804
21515.625000	-94.350945
21562.500000	-94.069214
21609.375000	-93.738419
21656.250000	-93.896095
21703.125000	-94.104393
21750.000000	-94.320107
21796.875000	-94.145477
21843.750000	-94.075760
21890.625000	-93.961472
21937.500000	-94.027466
21984.375000	-94.082542
22031.250000	-94.243172
22078.125000	-93.949577
22125.000000	-94.543694
22171.875000	-93.912155
22218.750000	-93.507149
22265.625000	-93.997856
22312.500000	-94.328300
22359.375000	-94.391914
22406.250000	-94.369644
22453.125000	-94.520279
22500.000000	-94.221436
22546.875000	-94.284111
22593.750000	-94.459091
22640.625000	-94.969315
22687.500000	-94.821686
22734.375000	-94.695312
22781.250000	-94.980682
22828.125000	-95.056335
22875.000000	-95.020386
22921.875000	-94.906906
22968.750000	-94.852814
23015.625000	-94.942505
23062.500000	-94.545868
23109.375000	-94.938362
23156.250000	-95.469910
23203.125000	-95.431274
23250.000000	-95.705025
23296.875000	-95.748253
23343.750000	-96.015541
23390.625000	-96.853752
23437.500000	-97.073975
23484.375000	-96.516983
23531.250000	-96.600777
23578.125000	-96.386581
23625.000000	-96.721039
23671.875000	-96.756767
23718.750000	-96.933922
23765.625000	-97.208588
23812.500000	-96.937737
23859.375000	-97.437164
23906.250000	-97.357666
23953.125000	-97.325035
